promesa_id,gestion_id,factura_id,cliente_id,fecha_promesa,fecha_compromiso,se_cumplio
PRO000714,GES006129,FAC002441,CLI0186,2024-02-24,2024-04-10,0
PRO000715,GES006150,FAC002453,CLI0092,2024-02-07,2024-04-30,1
PRO000716,GES006154,FAC002455,CLI0145,2024-02-07,2024-02-18,0
PRO000717,GES006164,FAC002459,CLI0060,2024-05-17,2024-06-22,1
PRO000718,GES006183,FAC002464,CLI0006,2024-05-22,2024-06-06,0
PRO000719,GES006186,FAC002465,CLI0066,2024-03-08,2024-04-20,1
PRO000720,GES006188,FAC002465,CLI0066,2024-03-29,2024-03-30,0
PRO000721,GES006204,FAC002469,CLI0187,2024-04-17,2024-04-27,1
PRO000722,GES006210,FAC002472,CLI0087,2024-03-12,2024-03-23,0
PRO000723,GES006221,FAC002477,CLI0031,2024-01-12,2024-02-11,0
PRO000724,GES006223,FAC002478,CLI0034,2024-01-17,2024-02-05,0
PRO000725,GES006228,FAC002479,CLI0060,2024-01-27,2024-03-09,1
PRO000726,GES006230,FAC002483,CLI0001,2024-02-13,2024-02-28,1
PRO000727,GES006256,FAC002490,CLI0198,2024-01-13,2024-02-02,0
PRO000728,GES006261,FAC002492,CLI0036,2024-01-10,2024-04-28,1
PRO000729,GES006262,FAC002492,CLI0036,2024-01-28,2024-04-10,0
PRO000730,GES006265,FAC002492,CLI0036,2024-03-01,2024-04-16,0
PRO000731,GES006275,FAC002494,CLI0095,2024-04-14,2024-04-16,0
PRO000732,GES006277,FAC002494,CLI0095,2024-04-25,2024-04-26,0
PRO000733,GES006287,FAC002497,CLI0009,2024-04-17,2024-04-26,0
PRO000734,GES006303,FAC002503,CLI0184,2024-02-06,2024-03-01,0
PRO000735,GES006311,FAC002509,CLI0135,2023-12-31,2024-01-07,0
PRO000736,GES006319,FAC002510,CLI0141,2024-01-17,2024-01-30,0
PRO000737,GES006336,FAC002516,CLI0167,2024-01-26,2024-02-14,1
PRO000738,GES006347,FAC002518,CLI0195,2023-12-21,2023-12-29,0
PRO000739,GES006356,FAC002521,CLI0081,2023-12-30,2024-02-15,0
PRO000740,GES006360,FAC002521,CLI0081,2024-02-13,2024-03-01,1
PRO000741,GES006370,FAC002523,CLI0088,2024-04-08,2024-04-12,1
PRO000742,GES006374,FAC002524,CLI0115,2024-03-11,2024-03-19,0
PRO000743,GES006381,FAC002529,CLI0167,2024-02-09,2024-03-01,0
PRO000744,GES006383,FAC002529,CLI0167,2024-02-18,2024-02-20,0
PRO000745,GES006387,FAC002530,CLI0188,2024-02-09,2024-02-22,0
PRO000746,GES006398,FAC002533,CLI0034,2024-04-05,2024-04-06,1
PRO000747,GES006413,FAC002541,CLI0009,2023-12-24,2024-01-18,0
PRO000748,GES006426,FAC002545,CLI0075,2024-02-23,2024-02-29,1
PRO000749,GES006427,FAC002546,CLI0088,2024-01-18,2024-03-07,1
PRO000750,GES006442,FAC002549,CLI0196,2024-03-05,2024-03-13,1
PRO000751,GES006447,FAC002550,CLI0013,2024-05-20,2024-05-24,0
PRO000752,GES006454,FAC002552,CLI0044,2024-03-12,2024-03-31,0
PRO000753,GES006459,FAC002554,CLI0051,2024-01-16,2024-01-17,0
PRO000754,GES006466,FAC002557,CLI0157,2024-05-16,2024-05-21,0
PRO000755,GES006479,FAC002564,CLI0163,2023-12-25,2024-05-31,1
PRO000756,GES006481,FAC002564,CLI0163,2024-02-13,2024-05-31,1
PRO000757,GES006485,FAC002564,CLI0163,2024-04-15,2024-05-27,1
PRO000758,GES006486,FAC002564,CLI0163,2024-04-24,2024-05-13,0
PRO000759,GES006504,FAC002568,CLI0018,2024-03-07,2024-03-08,1
PRO000760,GES006507,FAC002570,CLI0130,2024-04-05,2024-05-21,1
PRO000761,GES006512,FAC002573,CLI0196,2024-02-02,2024-02-12,1
PRO000762,GES006532,FAC002579,CLI0076,2024-03-23,2024-04-23,0
PRO000763,GES006535,FAC002579,CLI0076,2024-04-08,2024-04-28,0
PRO000764,GES006537,FAC002579,CLI0076,2024-04-18,2024-04-27,0
PRO000765,GES006547,FAC002580,CLI0082,2024-03-20,2024-04-29,1
PRO000766,GES006559,FAC002584,CLI0048,2024-02-01,2024-02-08,0
PRO000767,GES006563,FAC002587,CLI0100,2024-04-13,2024-04-18,1
PRO000768,GES006564,FAC002588,CLI0010,2024-01-19,2024-05-06,0
PRO000769,GES006577,FAC002590,CLI0107,2024-03-30,2024-04-23,1
PRO000770,GES006579,FAC002590,CLI0107,2024-04-14,2024-04-19,0
PRO000771,GES006584,FAC002591,CLI0126,2024-02-26,2024-03-01,1
PRO000772,GES006590,FAC002593,CLI0181,2024-02-03,2024-04-13,0
PRO000773,GES006604,FAC002596,CLI0034,2024-02-27,2024-05-19,1
PRO000774,GES006634,FAC002612,CLI0157,2024-03-11,2024-04-01,1
PRO000775,GES006645,FAC002617,CLI0166,2024-04-20,2024-06-21,0
PRO000776,GES006654,FAC002618,CLI0177,2024-05-03,2024-05-16,1
PRO000777,GES006666,FAC002624,CLI0001,2024-01-09,2024-03-18,0
PRO000778,GES006685,FAC002633,CLI0160,2024-02-18,2024-02-25,0
PRO000779,GES006692,FAC002639,CLI0051,2024-01-07,2024-03-13,0
PRO000780,GES006721,FAC002649,CLI0004,2024-03-23,2024-05-09,1
PRO000781,GES006727,FAC002652,CLI0040,2024-04-30,2024-05-09,1
PRO000782,GES006732,FAC002653,CLI0066,2024-02-19,2024-06-01,1
PRO000783,GES006747,FAC002659,CLI0054,2024-05-16,2024-07-28,1
PRO000784,GES006752,FAC002660,CLI0115,2024-02-24,2024-03-07,0
PRO000785,GES006780,FAC002668,CLI0008,2024-03-19,2024-04-18,0
PRO000786,GES006783,FAC002668,CLI0008,2024-04-17,2024-04-25,1
PRO000787,GES006788,FAC002670,CLI0102,2024-02-20,2024-03-13,1
PRO000788,GES006804,FAC002675,CLI0186,2024-02-14,2024-03-08,0
PRO000789,GES006812,FAC002676,CLI0193,2024-05-14,2024-05-15,0
PRO000790,GES006819,FAC002678,CLI0073,2024-03-02,2024-03-16,1
PRO000791,GES006825,FAC002681,CLI0143,2024-03-13,2024-03-19,0
PRO000792,GES006827,FAC002682,CLI0155,2024-05-02,2024-06-30,0
PRO000793,GES006839,FAC002684,CLI0187,2024-05-17,2024-06-07,0
PRO000794,GES006844,FAC002684,CLI0187,2024-07-08,2024-07-30,1
PRO000795,GES006847,FAC002685,CLI0009,2024-04-04,2024-06-08,1
PRO000796,GES006853,FAC002685,CLI0009,2024-06-05,2024-06-06,1
PRO000797,GES006855,FAC002688,CLI0108,2024-03-29,2024-06-04,1
PRO000798,GES006858,FAC002688,CLI0108,2024-04-25,2024-06-04,1
PRO000799,GES006859,FAC002688,CLI0108,2024-04-26,2024-05-11,0
PRO000800,GES006862,FAC002689,CLI0122,2024-03-16,2024-05-09,0
PRO000801,GES006870,FAC002690,CLI0144,2024-01-12,2024-03-12,1
PRO000802,GES006886,FAC002698,CLI0066,2024-04-09,2024-05-03,1
PRO000803,GES006908,FAC002707,CLI0070,2024-02-29,2024-03-21,0
PRO000804,GES006918,FAC002711,CLI0127,2024-05-27,2024-06-01,0
PRO000805,GES006925,FAC002718,CLI0178,2024-01-16,2024-04-06,1
PRO000806,GES006928,FAC002718,CLI0178,2024-03-27,2024-04-01,0
PRO000807,GES006941,FAC002721,CLI0199,2024-05-12,2024-05-27,0
PRO000808,GES006946,FAC002726,CLI0142,2024-01-20,2024-04-11,0
PRO000809,GES006950,FAC002726,CLI0142,2024-03-26,2024-04-14,0
PRO000810,GES006952,FAC002727,CLI0150,2024-02-27,2024-03-02,0
PRO000811,GES006953,FAC002727,CLI0150,2024-03-02,2024-04-06,0
PRO000812,GES006954,FAC002727,CLI0150,2024-03-20,2024-04-20,1
PRO000813,GES006962,FAC002729,CLI0193,2024-02-21,2024-04-12,0
PRO000814,GES006977,FAC002736,CLI0054,2024-04-07,2024-06-11,0
PRO000815,GES006988,FAC002737,CLI0113,2024-04-29,2024-05-03,0
PRO000816,GES006996,FAC002740,CLI0009,2024-03-08,2024-04-03,0
PRO000817,GES006999,FAC002740,CLI0009,2024-03-25,2024-03-30,0
PRO000818,GES007011,FAC002745,CLI0105,2024-03-23,2024-05-26,0
PRO000819,GES007025,FAC002748,CLI0177,2024-02-06,2024-03-02,0
PRO000820,GES007035,FAC002752,CLI0117,2024-02-20,2024-02-21,0
PRO000821,GES007074,FAC002767,CLI0146,2024-03-24,2024-04-08,1
PRO000822,GES007087,FAC002771,CLI0026,2024-04-20,2024-04-21,1
PRO000823,GES007089,FAC002772,CLI0034,2024-04-02,2024-06-11,0
PRO000824,GES007105,FAC002775,CLI0054,2024-04-30,2024-05-06,0
PRO000825,GES007107,FAC002775,CLI0054,2024-05-03,2024-05-05,0
PRO000826,GES007108,FAC002775,CLI0054,2024-05-23,2024-06-12,1
PRO000827,GES007117,FAC002776,CLI0060,2024-05-29,2024-05-30,0
PRO000828,GES007118,FAC002777,CLI0143,2024-03-31,2024-04-17,0
PRO000829,GES007130,FAC002782,CLI0023,2024-03-25,2024-03-31,0
PRO000830,GES007135,FAC002784,CLI0075,2024-04-07,2024-04-09,0
PRO000831,GES007147,FAC002788,CLI0183,2024-05-17,2024-05-22,0
PRO000832,GES007148,FAC002789,CLI0200,2024-02-12,2024-05-10,1
PRO000833,GES007176,FAC002796,CLI0114,2024-04-06,2024-04-07,0
PRO000834,GES007177,FAC002797,CLI0128,2024-03-26,2024-03-31,1
PRO000835,GES007200,FAC002801,CLI0179,2024-03-15,2024-06-17,0
PRO000836,GES007203,FAC002801,CLI0179,2024-04-27,2024-05-23,0
PRO000837,GES007212,FAC002803,CLI0193,2024-04-05,2024-04-10,0
PRO000838,GES007215,FAC002804,CLI0195,2024-05-07,2024-05-08,1
PRO000839,GES007244,FAC002813,CLI0020,2024-02-19,2024-02-25,1
PRO000840,GES007252,FAC002819,CLI0177,2024-03-03,2024-04-06,0
PRO000841,GES007276,FAC002826,CLI0108,2024-02-07,2024-03-23,0
PRO000842,GES007277,FAC002826,CLI0108,2024-03-27,2024-04-06,0
PRO000843,GES007281,FAC002827,CLI0116,2024-02-21,2024-03-22,0
PRO000844,GES007289,FAC002829,CLI0042,2024-02-27,2024-03-27,1
PRO000845,GES007293,FAC002833,CLI0105,2024-05-08,2024-05-16,0
PRO000846,GES007301,FAC002835,CLI0160,2024-04-07,2024-04-09,0
PRO000847,GES007303,FAC002836,CLI0163,2024-05-02,2024-05-11,1
PRO000848,GES007314,FAC002841,CLI0115,2024-03-31,2024-04-10,0
PRO000849,GES007340,FAC002845,CLI0061,2024-03-29,2024-04-25,1
PRO000850,GES007365,FAC002853,CLI0103,2024-04-29,2024-04-30,0
PRO000851,GES007407,FAC002867,CLI0014,2024-05-01,2024-05-08,1
PRO000852,GES007408,FAC002867,CLI0014,2024-05-04,2024-05-05,1
PRO000853,GES007415,FAC002868,CLI0034,2024-07-24,2024-08-23,1
PRO000854,GES007417,FAC002870,CLI0092,2024-03-25,2024-07-16,1
PRO000855,GES007429,FAC002871,CLI0127,2024-05-12,2024-05-13,0
PRO000856,GES007434,FAC002874,CLI0009,2024-03-17,2024-03-18,1
PRO000857,GES007444,FAC002878,CLI0141,2024-05-17,2024-05-30,0
PRO000858,GES007447,FAC002878,CLI0141,2024-05-31,2024-06-06,1
PRO000859,GES007450,FAC002881,CLI0171,2024-05-09,2024-05-12,0
PRO000860,GES007461,FAC002885,CLI0171,2024-03-30,2024-04-13,0
PRO000861,GES007463,FAC002885,CLI0171,2024-04-08,2024-04-26,0
PRO000862,GES007482,FAC002891,CLI0095,2024-05-25,2024-05-26,1
PRO000863,GES007501,FAC002898,CLI0092,2024-05-13,2024-05-17,0
PRO000864,GES007507,FAC002901,CLI0127,2024-05-05,2024-05-15,0
PRO000865,GES007510,FAC002902,CLI0135,2024-04-04,2024-07-06,1
PRO000866,GES007519,FAC002906,CLI0087,2024-02-23,2024-05-17,1
PRO000867,GES007521,FAC002906,CLI0087,2024-04-10,2024-04-24,0
PRO000868,GES007522,FAC002906,CLI0087,2024-04-25,2024-05-13,0
PRO000869,GES007539,FAC002911,CLI0026,2024-06-20,2024-07-18,1
PRO000870,GES007540,FAC002911,CLI0026,2024-07-11,2024-07-16,1
PRO000871,GES007554,FAC002915,CLI0094,2024-06-09,2024-08-04,1
PRO000872,GES007559,FAC002917,CLI0123,2024-03-29,2024-05-07,1
PRO000873,GES007569,FAC002918,CLI0138,2024-06-16,2024-06-21,0
PRO000874,GES007571,FAC002918,CLI0138,2024-07-04,2024-07-05,1
PRO000875,GES007582,FAC002920,CLI0184,2024-04-28,2024-05-23,0
PRO000876,GES007587,FAC002921,CLI0044,2024-04-22,2024-05-29,0
PRO000877,GES007595,FAC002924,CLI0058,2024-03-25,2024-03-26,1
PRO000878,GES007601,FAC002932,CLI0086,2024-03-29,2024-04-19,1
PRO000879,GES007604,FAC002934,CLI0162,2024-04-20,2024-04-21,1
PRO000880,GES007607,FAC002937,CLI0010,2024-02-24,2024-03-07,0
PRO000881,GES007609,FAC002938,CLI0027,2024-03-12,2024-03-14,0
PRO000882,GES007612,FAC002940,CLI0036,2024-05-07,2024-05-25,1
PRO000883,GES007626,FAC002945,CLI0142,2024-04-18,2024-04-25,1
PRO000884,GES007629,FAC002946,CLI0143,2024-04-29,2024-05-07,1
PRO000885,GES007635,FAC002950,CLI0054,2024-04-24,2024-04-28,1
PRO000886,GES007640,FAC002952,CLI0029,2024-06-13,2024-08-13,1
PRO000887,GES007648,FAC002953,CLI0049,2024-03-31,2024-04-25,1
PRO000888,GES007654,FAC002957,CLI0141,2024-03-28,2024-05-23,0
PRO000889,GES007665,FAC002959,CLI0155,2024-05-17,2024-06-16,0
PRO000890,GES007672,FAC002960,CLI0055,2024-04-07,2024-05-04,1
PRO000891,GES007688,FAC002963,CLI0157,2024-06-07,2024-06-23,0
PRO000892,GES007698,FAC002966,CLI0105,2024-07-06,2024-07-24,0
PRO000893,GES007709,FAC002969,CLI0007,2024-03-22,2024-04-26,1
PRO000894,GES007723,FAC002971,CLI0014,2024-07-15,2024-07-23,0
PRO000895,GES007725,FAC002972,CLI0047,2024-03-01,2024-07-05,1
PRO000896,GES007730,FAC002972,CLI0047,2024-06-15,2024-07-10,1
PRO000897,GES007752,FAC002978,CLI0168,2024-03-19,2024-03-21,0
PRO000898,GES007754,FAC002979,CLI0184,2024-03-26,2024-04-15,0
PRO000899,GES007768,FAC002982,CLI0071,2024-04-17,2024-04-24,0
PRO000900,GES007771,FAC002982,CLI0071,2024-06-15,2024-06-18,0
PRO000901,GES007775,FAC002985,CLI0160,2024-02-24,2024-03-21,0
PRO000902,GES007794,FAC002990,CLI0166,2024-07-18,2024-08-08,0
PRO000903,GES007803,FAC002992,CLI0037,2024-03-20,2024-04-13,1
PRO000904,GES007817,FAC003000,CLI0032,2024-04-21,2024-05-23,1
PRO000905,GES007827,FAC003003,CLI0114,2024-04-18,2024-04-24,0
PRO000906,GES007834,FAC003005,CLI0123,2024-04-22,2024-05-07,1
PRO000907,GES007837,FAC003007,CLI0193,2024-02-22,2024-04-04,1
PRO000908,GES007871,FAC003022,CLI0108,2024-05-25,2024-05-26,1
PRO000909,GES007879,FAC003023,CLI0128,2024-07-21,2024-07-27,1
PRO000910,GES007881,FAC003025,CLI0160,2024-04-23,2024-05-22,1
PRO000911,GES007882,FAC003026,CLI0170,2024-03-13,2024-03-17,0
PRO000912,GES007886,FAC003027,CLI0196,2024-04-06,2024-04-13,0
PRO000913,GES007890,FAC003028,CLI0199,2024-03-25,2024-03-29,0
PRO000914,GES007893,FAC003029,CLI0002,2024-02-28,2024-06-07,1
PRO000915,GES007895,FAC003029,CLI0002,2024-05-01,2024-05-19,0
PRO000916,GES007900,FAC003030,CLI0009,2024-04-10,2024-04-22,1
PRO000917,GES007913,FAC003035,CLI0132,2024-05-17,2024-06-06,1
PRO000918,GES007918,FAC003036,CLI0135,2024-05-05,2024-05-26,0
PRO000919,GES007932,FAC003041,CLI0083,2024-03-01,2024-04-25,1
PRO000920,GES007952,FAC003051,CLI0130,2024-06-17,2024-07-03,0
PRO000921,GES007955,FAC003051,CLI0130,2024-08-26,2024-08-28,0
PRO000922,GES007963,FAC003057,CLI0069,2024-05-13,2024-05-24,0
PRO000923,GES007971,FAC003060,CLI0135,2024-05-04,2024-05-05,0
PRO000924,GES007973,FAC003061,CLI0187,2024-05-08,2024-05-27,0
PRO000925,GES007980,FAC003063,CLI0199,2024-04-03,2024-04-05,0
PRO000926,GES007991,FAC003066,CLI0051,2024-04-09,2024-05-11,0
PRO000927,GES008000,FAC003067,CLI0054,2024-03-29,2024-04-02,0
PRO000928,GES008003,FAC003068,CLI0157,2024-04-17,2024-05-22,0
PRO000929,GES008008,FAC003072,CLI0193,2024-04-03,2024-09-20,1
PRO000930,GES008025,FAC003074,CLI0019,2024-05-28,2024-06-08,1
PRO000931,GES008035,FAC003078,CLI0083,2024-06-03,2024-06-14,1
PRO000932,GES008042,FAC003083,CLI0076,2024-04-17,2024-05-21,0
PRO000933,GES008043,FAC003083,CLI0076,2024-04-18,2024-05-31,1
PRO000934,GES008056,FAC003088,CLI0024,2024-05-10,2024-05-31,1
PRO000935,GES008068,FAC003095,CLI0164,2024-05-07,2024-08-11,1
PRO000936,GES008089,FAC003103,CLI0137,2024-04-02,2024-05-13,1
PRO000937,GES008095,FAC003105,CLI0008,2024-07-23,2024-08-12,0
PRO000938,GES008096,FAC003105,CLI0008,2024-07-26,2024-09-14,1
PRO000939,GES008101,FAC003109,CLI0069,2024-04-18,2024-04-22,1
PRO000940,GES008106,FAC003110,CLI0082,2024-04-21,2024-05-09,1
PRO000941,GES008108,FAC003110,CLI0082,2024-05-08,2024-05-09,1
PRO000942,GES008113,FAC003115,CLI0173,2024-05-05,2024-05-19,1
PRO000943,GES008128,FAC003122,CLI0143,2024-04-18,2024-05-04,1
PRO000944,GES008135,FAC003125,CLI0196,2024-05-17,2024-06-09,0
PRO000945,GES008140,FAC003128,CLI0034,2024-05-10,2024-05-11,0
PRO000946,GES008150,FAC003131,CLI0105,2024-05-03,2024-05-09,0
PRO000947,GES008168,FAC003140,CLI0095,2024-06-19,2024-07-13,0
PRO000948,GES008171,FAC003140,CLI0095,2024-07-21,2024-07-22,0
PRO000949,GES008193,FAC003146,CLI0088,2024-06-07,2024-06-13,0
PRO000950,GES008197,FAC003147,CLI0105,2024-05-11,2024-05-20,0
PRO000951,GES008202,FAC003149,CLI0200,2024-05-07,2024-05-10,0
PRO000952,GES008224,FAC003160,CLI0018,2024-04-14,2024-05-02,0
PRO000953,GES008229,FAC003160,CLI0018,2024-05-10,2024-06-17,1
PRO000954,GES008237,FAC003162,CLI0063,2024-07-12,2024-08-27,1
PRO000955,GES008238,FAC003162,CLI0063,2024-08-03,2024-08-08,0
PRO000956,GES008241,FAC003165,CLI0113,2024-04-13,2024-07-06,1
PRO000957,GES008253,FAC003169,CLI0105,2024-05-17,2024-05-20,0
PRO000958,GES008258,FAC003170,CLI0127,2024-05-11,2024-05-17,1
PRO000959,GES008270,FAC003172,CLI0136,2024-06-17,2024-07-20,0
PRO000960,GES008275,FAC003173,CLI0138,2024-04-21,2024-04-23,0
PRO000961,GES008276,FAC003174,CLI0141,2024-06-05,2024-06-21,0
PRO000962,GES008298,FAC003185,CLI0171,2024-04-02,2024-05-20,0
PRO000963,GES008320,FAC003191,CLI0076,2024-04-29,2024-06-05,1
PRO000964,GES008326,FAC003192,CLI0102,2024-06-28,2024-07-06,1
PRO000965,GES008334,FAC003194,CLI0111,2024-05-08,2024-05-12,1
PRO000966,GES008355,FAC003204,CLI0008,2024-05-11,2024-06-25,0
PRO000967,GES008361,FAC003208,CLI0091,2024-05-28,2024-06-17,1
PRO000968,GES008370,FAC003212,CLI0136,2024-07-07,2024-07-18,1
PRO000969,GES008373,FAC003213,CLI0186,2024-06-25,2024-06-28,0
PRO000970,GES008377,FAC003214,CLI0011,2024-03-31,2024-04-03,0
PRO000971,GES008403,FAC003219,CLI0126,2024-05-26,2024-06-09,1
PRO000972,GES008407,FAC003221,CLI0062,2024-04-28,2024-08-15,1
PRO000973,GES008409,FAC003221,CLI0062,2024-06-21,2024-07-08,0
PRO000974,GES008414,FAC003222,CLI0075,2024-04-24,2024-04-29,0
PRO000975,GES008417,FAC003224,CLI0107,2024-04-17,2024-04-19,0
PRO000976,GES008422,FAC003228,CLI0143,2024-05-21,2024-06-04,0
PRO000977,GES008427,FAC003230,CLI0055,2024-06-13,2024-08-23,1
PRO000978,GES008438,FAC003232,CLI0087,2024-05-02,2024-05-07,0
PRO000979,GES008446,FAC003236,CLI0127,2024-05-28,2024-06-08,0
PRO000980,GES008452,FAC003237,CLI0157,2024-06-13,2024-07-04,0
PRO000981,GES008453,FAC003237,CLI0157,2024-06-17,2024-08-10,1
PRO000982,GES008460,FAC003239,CLI0076,2024-04-12,2024-08-10,0
PRO000983,GES008463,FAC003240,CLI0134,2024-05-19,2024-05-30,1
PRO000984,GES008469,FAC003242,CLI0181,2024-05-30,2024-08-04,0
PRO000985,GES008476,FAC003244,CLI0020,2024-06-27,2024-07-07,0
PRO000986,GES008480,FAC003245,CLI0055,2024-05-20,2024-08-12,1
PRO000987,GES008482,FAC003245,CLI0055,2024-07-02,2024-08-20,1
PRO000988,GES008486,FAC003247,CLI0081,2024-05-12,2024-08-03,0
PRO000989,GES008493,FAC003249,CLI0105,2024-07-04,2024-07-08,0
PRO000990,GES008514,FAC003257,CLI0141,2024-06-22,2024-06-23,1
PRO000991,GES008519,FAC003258,CLI0008,2024-06-18,2024-06-21,1
PRO000992,GES008534,FAC003262,CLI0088,2024-05-26,2024-06-05,1
PRO000993,GES008552,FAC003267,CLI0011,2024-04-23,2024-04-24,1
PRO000994,GES008559,FAC003269,CLI0138,2024-05-17,2024-08-03,1
PRO000995,GES008567,FAC003271,CLI0003,2024-05-09,2024-05-31,0
PRO000996,GES008572,FAC003272,CLI0009,2024-05-20,2024-06-09,1
PRO000997,GES008573,FAC003272,CLI0009,2024-05-28,2024-06-14,1
PRO000998,GES008591,FAC003279,CLI0150,2024-05-19,2024-06-06,0
PRO000999,GES008599,FAC003282,CLI0025,2024-04-11,2024-05-03,0
PRO001000,GES008601,FAC003286,CLI0127,2024-04-20,2024-07-24,1
PRO001001,GES008608,FAC003288,CLI0158,2024-06-22,2024-07-02,0
PRO001002,GES008610,FAC003289,CLI0192,2024-04-12,2024-07-14,0
PRO001003,GES008632,FAC003298,CLI0182,2024-04-16,2024-05-26,1
PRO001004,GES008634,FAC003300,CLI0040,2024-05-19,2024-05-29,0
PRO001005,GES008649,FAC003305,CLI0003,2024-05-02,2024-05-03,1
PRO001006,GES008658,FAC003309,CLI0095,2024-05-16,2024-05-28,1
PRO001007,GES008661,FAC003312,CLI0135,2024-07-23,2024-08-12,0
PRO001008,GES008662,FAC003312,CLI0135,2024-07-30,2024-08-06,0
PRO001009,GES008664,FAC003312,CLI0135,2024-08-30,2024-10-11,0
PRO001010,GES008666,FAC003312,CLI0135,2024-09-22,2024-10-05,0
PRO001011,GES008668,FAC003312,CLI0135,2024-10-04,2024-10-11,0
PRO001012,GES008673,FAC003313,CLI0138,2024-06-23,2024-09-04,0
PRO001013,GES008681,FAC003314,CLI0148,2024-07-09,2024-08-07,1
PRO001014,GES008698,FAC003317,CLI0075,2024-06-10,2024-06-15,0
PRO001015,GES008705,FAC003320,CLI0199,2024-08-31,2024-09-13,0
PRO001016,GES008712,FAC003321,CLI0004,2024-06-02,2024-06-06,1
PRO001017,GES008728,FAC003326,CLI0078,2024-06-19,2024-07-12,1
PRO001018,GES008730,FAC003327,CLI0095,2024-04-25,2024-07-24,1
PRO001019,GES008738,FAC003328,CLI0130,2024-05-03,2024-05-21,0
PRO001020,GES008743,FAC003329,CLI0012,2024-07-19,2024-08-02,0
PRO001021,GES008755,FAC003333,CLI0068,2024-06-23,2024-07-07,1
PRO001022,GES008760,FAC003336,CLI0145,2024-05-22,2024-06-01,0
PRO001023,GES008764,FAC003337,CLI0164,2024-07-12,2024-07-15,0
PRO001024,GES008768,FAC003341,CLI0017,2024-04-16,2024-06-02,1
PRO001025,GES008771,FAC003344,CLI0084,2024-06-02,2024-06-10,1
PRO001026,GES008781,FAC003349,CLI0034,2024-05-20,2024-06-02,0
PRO001027,GES008784,FAC003349,CLI0034,2024-07-01,2024-07-05,0
PRO001028,GES008786,FAC003351,CLI0142,2024-05-03,2024-09-25,1
PRO001029,GES008792,FAC003352,CLI0147,2024-04-29,2024-05-04,1
PRO001030,GES008794,FAC003353,CLI0167,2024-06-11,2024-08-16,1
PRO001031,GES008804,FAC003356,CLI0115,2024-06-09,2024-06-23,1
PRO001032,GES008813,FAC003360,CLI0018,2024-05-27,2024-06-21,1
PRO001033,GES008829,FAC003369,CLI0009,2024-04-11,2024-04-24,0
PRO001034,GES008832,FAC003371,CLI0075,2024-07-09,2024-07-30,0
PRO001035,GES008835,FAC003371,CLI0075,2024-07-31,2024-09-03,1
PRO001036,GES008852,FAC003379,CLI0002,2024-09-23,2024-10-18,0
PRO001037,GES008854,FAC003380,CLI0009,2024-05-10,2024-05-21,1
PRO001038,GES008860,FAC003387,CLI0026,2024-06-08,2024-07-19,1
PRO001039,GES008870,FAC003389,CLI0034,2024-09-13,2024-09-24,1
PRO001040,GES008871,FAC003390,CLI0058,2024-05-15,2024-05-29,0
PRO001041,GES008883,FAC003393,CLI0160,2024-08-02,2024-08-08,0
PRO001042,GES008890,FAC003394,CLI0171,2024-06-18,2024-06-19,0
PRO001043,GES008920,FAC003406,CLI0076,2024-07-23,2024-08-09,0
PRO001044,GES008921,FAC003407,CLI0080,2024-05-26,2024-05-30,1
PRO001045,GES008925,FAC003411,CLI0199,2024-06-13,2024-07-13,0
PRO001046,GES008955,FAC003419,CLI0024,2024-09-12,2024-09-13,0
PRO001047,GES008964,FAC003426,CLI0157,2024-04-24,2024-05-13,0
PRO001048,GES008969,FAC003430,CLI0058,2024-07-16,2024-07-17,0
PRO001049,GES008973,FAC003432,CLI0094,2024-05-31,2024-06-23,0
PRO001050,GES008974,FAC003432,CLI0094,2024-07-01,2024-07-13,1
PRO001051,GES008984,FAC003439,CLI0136,2024-05-16,2024-05-18,0
PRO001052,GES008985,FAC003440,CLI0140,2024-04-17,2024-07-24,0
PRO001053,GES008993,FAC003440,CLI0140,2024-08-12,2024-08-24,1
PRO001054,GES008997,FAC003442,CLI0145,2024-06-14,2024-09-03,1
PRO001055,GES009000,FAC003442,CLI0145,2024-06-28,2024-09-05,1
PRO001056,GES009008,FAC003445,CLI0020,2024-04-30,2024-05-06,0
PRO001057,GES009018,FAC003449,CLI0008,2024-05-18,2024-05-21,0
PRO001058,GES009019,FAC003449,CLI0008,2024-05-29,2024-06-02,0
PRO001059,GES009022,FAC003451,CLI0060,2024-05-20,2024-05-21,1
PRO001060,GES009023,FAC003453,CLI0107,2024-05-10,2024-06-30,0
PRO001061,GES009026,FAC003453,CLI0107,2024-07-02,2024-07-15,0
PRO001062,GES009042,FAC003457,CLI0157,2024-07-25,2024-08-01,1
PRO001063,GES009046,FAC003460,CLI0044,2024-06-04,2024-06-17,0
PRO001064,GES009052,FAC003462,CLI0166,2024-05-28,2024-08-17,1
PRO001065,GES009062,FAC003468,CLI0175,2024-07-05,2024-07-06,0
PRO001066,GES009066,FAC003469,CLI0178,2024-08-05,2024-08-13,0
PRO001067,GES009069,FAC003472,CLI0062,2024-05-06,2024-05-18,0
PRO001068,GES009081,FAC003473,CLI0097,2024-07-02,2024-07-11,1
PRO001069,GES009082,FAC003474,CLI0107,2024-05-23,2024-05-24,1
PRO001070,GES009085,FAC003475,CLI0115,2024-05-23,2024-09-02,1
