factura_id,cliente_id,num_corte,fecha_corte,monto,condicion_dias,antiguedad_meses,tiene_garantia,sector_retail,sector_manufactura,sector_servicios,sector_construccion,sector_agro,sector_tecnologia,sector_salud,sector_transporte,num_facturas_prev,mora_promedio_hist,mora_ultimo_tramo,tasa_cumplimiento,monto_promedio_hist,ratio_monto,moras_consecutivas,num_gestiones_factura,dias_desde_ultima_gestion,dias_desde_emision,dias_hasta_vence,tasa_contacto_cliente,ultimo_resultado_enc,num_no_contesta_cons,tiene_disputa_activa,tiene_promesa_activa,num_promesas_rotas,tasa_cumpl_promesas,promesas_total,target
FAC002361,CLI0130,9,2024-03-04,64976.94,30,43,0,0,1,0,0,0,0,0,0,18,3.3,3.33,0.5,43826.92,1.4826,0,9,21.0,102,-72,0.7,2.0,0,0,1,1,0.6667,6,+90
FAC002361,CLI0130,10,2024-03-10,64976.94,30,43,0,0,1,0,0,0,0,0,0,18,3.3,3.33,0.5,43826.92,1.4826,0,10,6.0,108,-78,0.7,2.0,0,0,1,1,0.6667,6,+90
FAC002570,CLI0130,0,2023-12-21,76292.94,90,43,0,0,1,0,0,0,0,0,0,19,3.0,3.0,0.5455,44940.08,1.6977,0,0,,0,90,0.7097,,0,0,0,2,0.5,7,+60
FAC002570,CLI0130,1,2024-02-06,76292.94,90,43,0,0,1,0,0,0,0,0,0,19,3.0,3.0,0.5455,44940.08,1.6977,0,1,47.0,47,43,0.7097,6.0,1,0,0,2,0.5,7,+60
FAC002570,CLI0130,2,2024-04-05,76292.94,90,43,0,0,1,0,0,0,0,0,0,19,3.0,3.0,0.5455,44940.08,1.6977,0,2,59.0,106,-16,0.7097,2.0,0,0,1,2,0.5,7,+60
FAC002570,CLI0130,3,2024-04-22,76292.94,90,43,0,0,1,0,0,0,0,0,0,19,3.0,3.0,0.5455,44940.08,1.6977,0,3,17.0,123,-33,0.7097,3.0,0,0,1,2,0.5,7,+60
FAC002570,CLI0130,4,2024-05-19,76292.94,90,43,0,0,1,0,0,0,0,0,0,19,3.0,3.0,0.5455,44940.08,1.6977,0,4,27.0,150,-60,0.7097,6.0,1,0,0,2,0.5,7,+60
FAC002641,CLI0130,0,2024-01-01,68964.1,60,43,0,0,1,0,0,0,0,0,0,20,12.0,11.67,0.4,46507.72,1.4829,0,0,,0,60,0.6765,,0,0,0,2,0.6667,7,+60
FAC002641,CLI0130,1,2024-01-08,68964.1,60,43,0,0,1,0,0,0,0,0,0,20,12.0,11.67,0.4,46507.72,1.4829,0,1,7.0,7,53,0.6765,1.0,0,0,0,2,0.6667,7,+60
FAC002641,CLI0130,2,2024-02-18,68964.1,60,43,0,0,1,0,0,0,0,0,0,20,12.0,11.67,0.4,46507.72,1.4829,0,2,41.0,48,12,0.6765,6.0,1,0,0,2,0.6667,7,+60
FAC002641,CLI0130,3,2024-03-03,68964.1,60,43,0,0,1,0,0,0,0,0,0,20,12.0,11.67,0.4,46507.72,1.4829,0,3,14.0,62,-2,0.6765,8.0,0,0,0,2,0.6667,7,+60
FAC002641,CLI0130,4,2024-03-18,68964.1,60,43,0,0,1,0,0,0,0,0,0,20,12.0,11.67,0.4,46507.72,1.4829,0,4,15.0,77,-17,0.6765,6.0,1,0,0,2,0.6667,7,+60
FAC002704,CLI0130,0,2024-01-11,35059.13,90,43,0,0,1,0,0,0,0,0,0,21,12.0,11.67,0.4,47577.08,0.7369,0,0,,0,90,0.619,,0,0,0,2,0.6667,7,on_time
FAC002704,CLI0130,1,2024-01-17,35059.13,90,43,0,0,1,0,0,0,0,0,0,21,12.0,11.67,0.4,47577.08,0.7369,0,1,6.0,6,84,0.619,6.0,1,0,0,2,0.6667,7,on_time
FAC002746,CLI0130,0,2024-01-17,14678.81,60,43,0,0,1,0,0,0,0,0,0,22,11.69,14.0,0.375,47008.08,0.3123,0,0,,0,60,0.617,,0,0,0,2,0.6667,7,+60
FAC002746,CLI0130,1,2024-02-25,14678.81,60,43,0,0,1,0,0,0,0,0,0,22,11.69,14.0,0.375,47008.08,0.3123,0,1,39.0,39,21,0.617,1.0,0,0,0,2,0.6667,7,+60
FAC002746,CLI0130,2,2024-03-25,14678.81,60,43,0,0,1,0,0,0,0,0,0,22,11.69,14.0,0.375,47008.08,0.3123,0,2,29.0,68,-8,0.617,6.0,1,0,0,2,0.6667,7,+60
FAC002746,CLI0130,3,2024-04-09,14678.81,60,43,0,0,1,0,0,0,0,0,0,22,11.69,14.0,0.375,47008.08,0.3123,0,3,15.0,83,-23,0.617,4.0,0,1,0,2,0.6667,7,+60
FAC002746,CLI0130,4,2024-04-10,14678.81,60,43,0,0,1,0,0,0,0,0,0,22,11.69,14.0,0.375,47008.08,0.3123,0,4,1.0,84,-24,0.617,8.0,0,0,0,2,0.6667,7,+60
FAC002746,CLI0130,5,2024-04-24,14678.81,60,43,0,0,1,0,0,0,0,0,0,22,11.69,14.0,0.375,47008.08,0.3123,0,5,14.0,98,-38,0.617,3.0,0,0,0,2,0.6667,7,+60
FAC003051,CLI0130,0,2024-02-25,38451.93,90,43,0,0,1,0,0,0,0,0,0,23,15.47,14.0,0.3529,45602.46,0.8432,0,0,,0,90,0.6111,,0,0,0,2,0.7143,7,+90
FAC003051,CLI0130,1,2024-06-06,38451.93,90,43,0,0,1,0,0,0,0,0,0,23,15.47,14.0,0.3529,45602.46,0.8432,0,1,102.0,102,-12,0.6111,6.0,1,0,0,2,0.7143,7,+90
FAC003051,CLI0130,2,2024-06-14,38451.93,90,43,0,0,1,0,0,0,0,0,0,23,15.47,14.0,0.3529,45602.46,0.8432,0,2,8.0,110,-20,0.6111,6.0,2,0,0,2,0.7143,7,+90
FAC003051,CLI0130,3,2024-06-17,38451.93,90,43,0,0,1,0,0,0,0,0,0,23,15.47,14.0,0.3529,45602.46,0.8432,0,3,3.0,113,-23,0.6111,2.0,0,0,1,2,0.7143,7,+90
FAC003051,CLI0130,4,2024-06-30,38451.93,90,43,0,0,1,0,0,0,0,0,0,23,15.47,14.0,0.3529,45602.46,0.8432,0,4,13.0,126,-36,0.6111,4.0,0,1,1,2,0.7143,7,+90
FAC003051,CLI0130,5,2024-08-07,38451.93,90,43,0,0,1,0,0,0,0,0,0,23,15.47,14.0,0.3529,45602.46,0.8432,0,5,38.0,164,-74,0.6111,5.0,1,1,0,2,0.7143,7,+90
FAC003051,CLI0130,6,2024-08-26,38451.93,90,43,0,0,1,0,0,0,0,0,0,23,15.47,14.0,0.3529,45602.46,0.8432,0,6,19.0,183,-93,0.6111,2.0,0,0,1,2,0.7143,7,+90
FAC003328,CLI0130,0,2024-03-30,12286.07,45,43,0,0,1,0,0,0,0,0,0,24,20.68,45.67,0.3158,45304.52,0.2712,0,0,,0,45,0.5968,,0,0,0,3,0.6667,9,+30
FAC003328,CLI0130,1,2024-05-03,12286.07,45,43,0,0,1,0,0,0,0,0,0,24,20.68,45.67,0.3158,45304.52,0.2712,0,1,34.0,34,11,0.5968,2.0,0,0,1,3,0.6667,9,+30
FAC003328,CLI0130,2,2024-06-07,12286.07,45,43,0,0,1,0,0,0,0,0,0,24,20.68,45.67,0.3158,45304.52,0.2712,0,2,35.0,69,-24,0.5968,6.0,1,0,0,3,0.6667,9,+30
FAC003328,CLI0130,3,2024-06-09,12286.07,45,43,0,0,1,0,0,0,0,0,0,24,20.68,45.67,0.3158,45304.52,0.2712,0,3,2.0,71,-26,0.5968,3.0,0,0,0,3,0.6667,9,+30
FAC003626,CLI0130,0,2024-05-12,23894.61,30,43,0,0,1,0,0,0,0,0,0,25,22.59,34.67,0.3182,43983.78,0.5433,0,0,,0,30,0.6324,,0,0,0,3,0.6667,11,+30
FAC003626,CLI0130,1,2024-06-07,23894.61,30,43,0,0,1,0,0,0,0,0,0,25,22.59,34.67,0.3182,43983.78,0.5433,0,1,26.0,26,4,0.6324,1.0,0,0,0,3,0.6667,11,+30
FAC003626,CLI0130,2,2024-06-20,23894.61,30,43,0,0,1,0,0,0,0,0,0,25,22.59,34.67,0.3182,43983.78,0.5433,0,2,13.0,39,-9,0.6324,6.0,1,0,0,3,0.6667,11,+30
FAC003698,CLI0130,0,2024-05-21,8671.88,60,43,0,0,1,0,0,0,0,0,0,26,24.22,34.67,0.3043,43211.12,0.2007,0,0,,0,60,0.6232,,0,0,0,3,0.7,11,+30
FAC003698,CLI0130,1,2024-07-31,8671.88,60,43,0,0,1,0,0,0,0,0,0,26,24.22,34.67,0.3043,43211.12,0.2007,0,1,71.0,71,-11,0.6232,2.0,0,0,1,3,0.7,11,+30
FAC003756,CLI0130,0,2024-05-30,62164.46,45,43,0,0,1,0,0,0,0,0,0,27,24.22,34.67,0.3043,41931.89,1.4825,0,0,,0,45,0.6232,,0,0,0,4,0.6364,11,on_time
FAC003874,CLI0130,0,2024-06-17,28327.52,60,43,0,0,1,0,0,0,0,0,0,28,24.29,24.67,0.2917,42654.48,0.6641,0,0,,0,60,0.6133,,0,0,0,4,0.6364,12,+60
FAC003874,CLI0130,1,2024-08-21,28327.52,60,43,0,0,1,0,0,0,0,0,0,28,24.29,24.67,0.2917,42654.48,0.6641,0,1,65.0,65,-5,0.6133,7.0,1,0,0,4,0.6364,12,+60
FAC003874,CLI0130,2,2024-08-24,28327.52,60,43,0,0,1,0,0,0,0,0,0,28,24.29,24.67,0.2917,42654.48,0.6641,0,2,3.0,68,-8,0.6133,8.0,0,0,0,4,0.6364,12,+60
FAC003874,CLI0130,3,2024-08-26,28327.52,60,43,0,0,1,0,0,0,0,0,0,28,24.29,24.67,0.2917,42654.48,0.6641,0,3,2.0,70,-10,0.6133,2.0,0,0,1,4,0.6364,12,+60
FAC003874,CLI0130,4,2024-09-11,28327.52,60,43,0,0,1,0,0,0,0,0,0,28,24.29,24.67,0.2917,42654.48,0.6641,0,4,16.0,86,-26,0.6133,6.0,1,0,1,4,0.6364,12,+60
FAC003874,CLI0130,5,2024-09-23,28327.52,60,43,0,0,1,0,0,0,0,0,0,28,24.29,24.67,0.2917,42654.48,0.6641,0,5,12.0,98,-38,0.6133,3.0,0,0,0,4,0.6364,12,+60
FAC003874,CLI0130,6,2024-09-28,28327.52,60,43,0,0,1,0,0,0,0,0,0,28,24.29,24.67,0.2917,42654.48,0.6641,0,6,5.0,103,-43,0.6133,5.0,1,0,0,4,0.6364,12,+60
FAC003928,CLI0130,0,2024-06-23,5011.28,90,43,0,0,1,0,0,0,0,0,0,29,24.29,24.67,0.2917,42160.45,0.1189,0,0,,0,90,0.6053,,0,0,0,4,0.6364,12,+90
FAC003928,CLI0130,1,2024-08-07,5011.28,90,43,0,0,1,0,0,0,0,0,0,29,24.29,24.67,0.2917,42160.45,0.1189,0,1,45.0,45,45,0.6053,3.0,0,0,0,4,0.6364,12,+90
FAC003928,CLI0130,2,2024-10-01,5011.28,90,43,0,0,1,0,0,0,0,0,0,29,24.29,24.67,0.2917,42160.45,0.1189,0,2,55.0,100,-10,0.6053,3.0,0,0,0,4,0.6364,12,+90
FAC003928,CLI0130,3,2024-11-11,5011.28,90,43,0,0,1,0,0,0,0,0,0,29,24.29,24.67,0.2917,42160.45,0.1189,0,3,41.0,141,-51,0.6053,1.0,0,0,0,4,0.6364,12,+90
FAC003928,CLI0130,4,2024-11-30,5011.28,90,43,0,0,1,0,0,0,0,0,0,29,24.29,24.67,0.2917,42160.45,0.1189,0,4,19.0,160,-70,0.6053,3.0,0,0,0,4,0.6364,12,+90
FAC003928,CLI0130,5,2024-12-02,5011.28,90,43,0,0,1,0,0,0,0,0,0,29,24.29,24.67,0.2917,42160.45,0.1189,0,5,2.0,162,-72,0.6053,4.0,0,1,0,4,0.6364,12,+90
FAC003928,CLI0130,6,2024-12-06,5011.28,90,43,0,0,1,0,0,0,0,0,0,29,24.29,24.67,0.2917,42160.45,0.1189,0,6,4.0,166,-76,0.6053,0.0,0,0,0,4,0.6364,12,+90
FAC003928,CLI0130,7,2024-12-28,5011.28,90,43,0,0,1,0,0,0,0,0,0,29,24.29,24.67,0.2917,42160.45,0.1189,0,7,22.0,188,-98,0.6053,0.0,0,0,0,4,0.6364,12,+90
FAC003928,CLI0130,8,2025-01-01,5011.28,90,43,0,0,1,0,0,0,0,0,0,29,24.29,24.67,0.2917,42160.45,0.1189,0,8,4.0,192,-102,0.6053,3.0,0,0,0,4,0.6364,12,+90
FAC004035,CLI0130,0,2024-07-08,30212.2,60,43,0,0,1,0,0,0,0,0,0,30,23.88,29.33,0.28,40922.14,0.7383,0,0,,0,60,0.6104,,0,0,0,5,0.5833,12,+30
FAC004035,CLI0130,1,2024-07-19,30212.2,60,43,0,0,1,0,0,0,0,0,0,30,23.88,29.33,0.28,40922.14,0.7383,0,1,11.0,11,49,0.6104,3.0,0,0,0,5,0.5833,12,+30
FAC004035,CLI0130,2,2024-09-17,30212.2,60,43,0,0,1,0,0,0,0,0,0,30,23.88,29.33,0.28,40922.14,0.7383,0,2,60.0,71,-11,0.6104,6.0,1,0,0,5,0.5833,12,+30
FAC004103,CLI0130,0,2024-07-18,63029.25,60,43,0,0,1,0,0,0,0,0,0,31,22.96,13.33,0.3077,40576.66,1.5533,0,0,,0,60,0.6104,,0,0,0,5,0.5833,12,on_time
FAC004125,CLI0130,0,2024-07-20,11695.9,30,43,0,0,1,0,0,0,0,0,0,32,22.96,13.33,0.3077,41278.3,0.2833,0,0,,0,30,0.6154,,0,0,0,5,0.5833,12,on_time
FAC004125,CLI0130,1,2024-08-15,11695.9,30,43,0,0,1,0,0,0,0,0,0,32,22.96,13.33,0.3077,41278.3,0.2833,0,1,26.0,26,4,0.6154,3.0,0,0,0,5,0.5833,12,on_time
FAC004613,CLI0130,0,2024-09-28,67207.98,60,43,0,0,1,0,0,0,0,0,0,33,23.68,6.33,0.3226,40381.87,1.6643,0,0,,0,60,0.6111,,0,0,0,7,0.5333,15,+90
FAC004613,CLI0130,1,2024-12-15,67207.98,60,43,0,0,1,0,0,0,0,0,0,33,23.68,6.33,0.3226,40381.87,1.6643,0,1,78.0,78,-18,0.6111,6.0,1,0,0,7,0.5333,15,+90
FAC004613,CLI0130,2,2024-12-16,67207.98,60,43,0,0,1,0,0,0,0,0,0,33,23.68,6.33,0.3226,40381.87,1.6643,0,2,1.0,79,-19,0.6111,4.0,0,1,0,7,0.5333,15,+90
FAC004613,CLI0130,3,2025-01-10,67207.98,60,43,0,0,1,0,0,0,0,0,0,33,23.68,6.33,0.3226,40381.87,1.6643,0,3,25.0,104,-44,0.6111,6.0,1,1,0,7,0.5333,15,+90
FAC004613,CLI0130,4,2025-01-27,67207.98,60,43,0,0,1,0,0,0,0,0,0,33,23.68,6.33,0.3226,40381.87,1.6643,0,4,17.0,121,-61,0.6111,8.0,0,0,0,7,0.5333,15,+90
FAC004613,CLI0130,5,2025-02-06,67207.98,60,43,0,0,1,0,0,0,0,0,0,33,23.68,6.33,0.3226,40381.87,1.6643,0,5,10.0,131,-71,0.6111,4.0,0,1,0,7,0.5333,15,+90
FAC004613,CLI0130,6,2025-02-12,67207.98,60,43,0,0,1,0,0,0,0,0,0,33,23.68,6.33,0.3226,40381.87,1.6643,0,6,6.0,137,-77,0.6111,3.0,0,0,0,7,0.5333,15,+90
FAC004613,CLI0130,7,2025-02-19,67207.98,60,43,0,0,1,0,0,0,0,0,0,33,23.68,6.33,0.3226,40381.87,1.6643,0,7,7.0,144,-84,0.6111,4.0,0,1,0,7,0.5333,15,+90
FAC004864,CLI0130,0,2024-10-31,36617.08,45,43,0,0,1,0,0,0,0,0,0,34,24.31,6.33,0.3125,41170.87,0.8894,0,0,,0,45,0.6154,,0,0,0,7,0.5333,15,on_time
FAC005219,CLI0130,0,2024-12-15,36312.92,30,43,0,0,1,0,0,0,0,0,0,35,23.58,0.0,0.3333,41040.76,0.8848,0,0,,0,30,0.625,,0,0,0,7,0.5333,15,+30
FAC005219,CLI0130,1,2025-01-15,36312.92,30,43,0,0,1,0,0,0,0,0,0,35,23.58,0.0,0.3333,41040.76,0.8848,0,1,31.0,31,-1,0.625,4.0,0,1,0,7,0.5333,15,+30
FAC005219,CLI0130,2,2025-01-31,36312.92,30,43,0,0,1,0,0,0,0,0,0,35,23.58,0.0,0.3333,41040.76,0.8848,0,2,16.0,47,-17,0.625,6.0,1,1,0,7,0.5333,15,+30
FAC005277,CLI0130,0,2024-12-23,4886.29,90,43,0,0,1,0,0,0,0,0,0,36,23.58,0.0,0.3333,40909.43,0.1194,0,0,,0,90,0.6289,,0,0,0,7,0.5333,15,on_time
FAC005335,CLI0130,0,2024-12-31,39456.22,60,43,0,0,1,0,0,0,0,0,0,37,23.58,0.0,0.3333,39935.84,0.988,0,0,,0,60,0.6327,,0,0,0,7,0.5333,15,+30
FAC005335,CLI0130,1,2025-03-05,39456.22,60,43,0,0,1,0,0,0,0,0,0,37,23.58,0.0,0.3333,39935.84,0.988,0,1,64.0,64,-4,0.6327,8.0,0,0,0,7,0.5333,15,+30
FAC000111,CLI0131,0,2023-01-17,6669.12,60,41,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,6669.12,1.0,0,0,,0,60,0.5,,0,0,0,0,1.0,0,on_time
FAC000269,CLI0131,0,2023-02-09,7366.71,30,41,0,0,0,0,0,0,0,1,0,1,0.0,0.0,1.0,6669.12,1.1046,0,0,,0,30,0.5,,0,0,0,0,1.0,0,+30
FAC000269,CLI0131,1,2023-03-27,7366.71,30,41,0,0,0,0,0,0,0,1,0,1,0.0,0.0,1.0,6669.12,1.1046,0,1,46.0,46,-16,0.5,3.0,0,0,0,0,1.0,0,+30
FAC000292,CLI0131,0,2023-02-12,1666.3,60,41,0,0,0,0,0,0,0,1,0,2,0.0,0.0,1.0,7017.92,0.2374,0,0,,0,60,0.5,,0,0,0,0,1.0,0,on_time
FAC000335,CLI0131,0,2023-02-20,1712.92,90,41,0,0,0,0,0,0,0,1,0,3,0.0,0.0,1.0,5234.04,0.3273,0,0,,0,90,0.5,,0,0,0,0,1.0,0,on_time
FAC000335,CLI0131,1,2023-03-08,1712.92,90,41,0,0,0,0,0,0,0,1,0,3,0.0,0.0,1.0,5234.04,0.3273,0,1,16.0,16,74,0.5,6.0,1,0,0,0,1.0,0,on_time
FAC000405,CLI0131,0,2023-03-01,3148.95,30,41,0,0,0,0,0,0,0,1,0,4,0.0,0.0,1.0,4353.76,0.7233,0,0,,0,30,0.5,,0,0,0,0,1.0,0,on_time
FAC000405,CLI0131,1,2023-03-25,3148.95,30,41,0,0,0,0,0,0,0,1,0,4,0.0,0.0,1.0,4353.76,0.7233,0,1,24.0,24,6,0.5,6.0,1,0,0,0,1.0,0,on_time
FAC000416,CLI0131,0,2023-03-04,7016.24,60,41,0,0,0,0,0,0,0,1,0,5,0.0,0.0,1.0,4112.8,1.706,0,0,,0,60,0.5,,0,0,0,0,1.0,0,+90
FAC000416,CLI0131,1,2023-05-05,7016.24,60,41,0,0,0,0,0,0,0,1,0,5,0.0,0.0,1.0,4112.8,1.706,0,1,62.0,62,-2,0.5,2.0,0,0,1,0,1.0,0,+90
FAC000416,CLI0131,2,2023-05-13,7016.24,60,41,0,0,0,0,0,0,0,1,0,5,0.0,0.0,1.0,4112.8,1.706,0,2,8.0,70,-10,0.5,1.0,0,0,1,0,1.0,0,+90
FAC000416,CLI0131,3,2023-06-01,7016.24,60,41,0,0,0,0,0,0,0,1,0,5,0.0,0.0,1.0,4112.8,1.706,0,3,19.0,89,-29,0.5,6.0,1,0,1,0,1.0,0,+90
FAC000416,CLI0131,4,2023-06-22,7016.24,60,41,0,0,0,0,0,0,0,1,0,5,0.0,0.0,1.0,4112.8,1.706,0,4,21.0,110,-50,0.5,6.0,2,0,1,0,1.0,0,+90
FAC000416,CLI0131,5,2023-07-27,7016.24,60,41,0,0,0,0,0,0,0,1,0,5,0.0,0.0,1.0,4112.8,1.706,0,5,35.0,145,-85,0.5,8.0,0,0,1,0,1.0,0,+90
FAC000437,CLI0131,0,2023-03-07,1228.16,90,41,0,0,0,0,0,0,0,1,0,6,0.0,0.0,1.0,4596.71,0.2672,0,0,,0,90,0.5,,0,0,0,0,1.0,0,+30
FAC000437,CLI0131,1,2023-05-24,1228.16,90,41,0,0,0,0,0,0,0,1,0,6,0.0,0.0,1.0,4596.71,0.2672,0,1,78.0,78,12,0.5,6.0,1,0,0,0,1.0,0,+30
FAC000437,CLI0131,2,2023-06-12,1228.16,90,41,0,0,0,0,0,0,0,1,0,6,0.0,0.0,1.0,4596.71,0.2672,0,2,19.0,97,-7,0.5,6.0,2,0,0,0,1.0,0,+30
FAC000550,CLI0131,0,2023-03-23,10559.9,90,41,0,0,0,0,0,0,0,1,0,7,0.0,0.0,1.0,4115.49,2.5659,0,0,,0,90,0.0,,0,0,0,0,1.0,0,on_time
FAC000550,CLI0131,1,2023-04-29,10559.9,90,41,0,0,0,0,0,0,0,1,0,7,0.0,0.0,1.0,4115.49,2.5659,0,1,37.0,37,53,0.0,1.0,0,0,0,0,1.0,0,on_time
FAC000821,CLI0131,0,2023-04-28,686.46,45,41,0,0,0,0,0,0,0,1,0,8,5.75,7.67,0.75,4921.04,0.1395,0,0,,0,45,0.3333,,0,0,0,0,1.0,0,+90
FAC000821,CLI0131,1,2023-05-18,686.46,45,41,0,0,0,0,0,0,0,1,0,8,5.75,7.67,0.75,4921.04,0.1395,0,1,20.0,20,25,0.3333,4.0,0,1,0,0,1.0,0,+90
FAC000821,CLI0131,2,2023-06-27,686.46,45,41,0,0,0,0,0,0,0,1,0,8,5.75,7.67,0.75,4921.04,0.1395,0,2,40.0,60,-15,0.3333,6.0,1,1,0,0,1.0,0,+90
FAC000821,CLI0131,3,2023-07-03,686.46,45,41,0,0,0,0,0,0,0,1,0,8,5.75,7.67,0.75,4921.04,0.1395,0,3,6.0,66,-21,0.3333,1.0,0,0,0,0,1.0,0,+90
FAC000821,CLI0131,4,2023-07-11,686.46,45,41,0,0,0,0,0,0,0,1,0,8,5.75,7.67,0.75,4921.04,0.1395,0,4,8.0,74,-29,0.3333,0.0,0,0,0,0,1.0,0,+90
FAC000821,CLI0131,5,2023-07-31,686.46,45,41,0,0,0,0,0,0,0,1,0,8,5.75,7.67,0.75,4921.04,0.1395,0,5,20.0,94,-49,0.3333,2.0,0,0,1,0,1.0,0,+90
FAC000821,CLI0131,6,2023-08-08,686.46,45,41,0,0,0,0,0,0,0,1,0,8,5.75,7.67,0.75,4921.04,0.1395,0,6,8.0,102,-57,0.3333,3.0,0,0,1,0,1.0,0,+90
FAC000821,CLI0131,7,2023-08-25,686.46,45,41,0,0,0,0,0,0,0,1,0,8,5.75,7.67,0.75,4921.04,0.1395,0,7,17.0,119,-74,0.3333,2.0,0,0,1,0,1.0,0,+90
FAC000821,CLI0131,8,2023-09-24,686.46,45,41,0,0,0,0,0,0,0,1,0,8,5.75,7.67,0.75,4921.04,0.1395,0,8,30.0,149,-104,0.3333,4.0,0,1,1,0,1.0,0,+90
FAC000905,CLI0131,0,2023-05-11,4285.84,60,41,0,0,0,0,0,0,0,1,0,9,5.75,7.67,0.75,4450.53,0.963,0,0,,0,60,0.6,,0,0,0,0,1.0,1,+30
FAC000905,CLI0131,1,2023-08-02,4285.84,60,41,0,0,0,0,0,0,0,1,0,9,5.75,7.67,0.75,4450.53,0.963,0,1,83.0,83,-23,0.6,4.0,0,1,0,0,1.0,1,+30
FAC001080,CLI0131,0,2023-05-31,10809.75,90,41,0,0,0,0,0,0,0,1,0,10,4.6,0.0,0.8,4434.06,2.4379,0,0,,0,90,0.625,,0,0,0,0,1.0,1,on_time
FAC001298,CLI0131,0,2023-06-28,5859.95,60,41,0,0,0,0,0,0,0,1,0,11,4.71,3.33,0.7143,5013.67,1.1688,0,0,,0,60,0.4167,,0,0,0,0,1.0,1,on_time
FAC001349,CLI0131,0,2023-07-04,7614.23,60,41,0,0,0,0,0,0,0,1,0,12,4.71,3.33,0.7143,5084.19,1.4976,0,0,,0,60,0.4615,,0,0,0,0,1.0,1,on_time
FAC001384,CLI0131,0,2023-07-08,4672.3,45,41,0,0,0,0,0,0,0,1,0,13,4.71,3.33,0.7143,5278.81,0.8851,0,0,,0,45,0.4615,,0,0,0,0,1.0,1,+30
FAC001384,CLI0131,1,2023-08-29,4672.3,45,41,0,0,0,0,0,0,0,1,0,13,4.71,3.33,0.7143,5278.81,0.8851,0,1,52.0,52,-7,0.4615,6.0,1,0,0,0,1.0,1,+30
FAC001384,CLI0131,2,2023-09-07,4672.3,45,41,0,0,0,0,0,0,0,1,0,13,4.71,3.33,0.7143,5278.81,0.8851,0,2,9.0,61,-16,0.4615,6.0,2,0,0,0,1.0,1,+30
FAC001630,CLI0131,0,2023-08-12,11191.58,60,41,0,0,0,0,0,0,0,1,0,14,16.44,12.0,0.5556,5235.49,2.1376,0,0,,0,60,0.6111,,0,0,0,0,1.0,2,+30
FAC001630,CLI0131,1,2023-10-22,11191.58,60,41,0,0,0,0,0,0,0,1,0,14,16.44,12.0,0.5556,5235.49,2.1376,0,1,71.0,71,-11,0.6111,4.0,0,1,0,0,1.0,2,+30
FAC001630,CLI0131,2,2023-10-25,11191.58,60,41,0,0,0,0,0,0,0,1,0,14,16.44,12.0,0.5556,5235.49,2.1376,0,2,3.0,74,-14,0.6111,0.0,0,0,0,0,1.0,2,+30
FAC001695,CLI0131,0,2023-08-21,1632.29,30,41,0,0,0,0,0,0,0,1,0,15,16.44,12.0,0.5556,5632.56,0.2898,0,0,,0,30,0.6111,,0,0,0,0,1.0,2,on_time
FAC001695,CLI0131,1,2023-09-05,1632.29,30,41,0,0,0,0,0,0,0,1,0,15,16.44,12.0,0.5556,5632.56,0.2898,0,1,15.0,15,15,0.6111,1.0,0,0,0,0,1.0,2,on_time
FAC001704,CLI0131,0,2023-08-22,9773.2,45,41,0,0,0,0,0,0,0,1,0,16,16.44,12.0,0.5556,5382.54,1.8157,0,0,,0,45,0.6111,,0,0,0,0,1.0,2,on_time
FAC001740,CLI0131,0,2023-08-27,11303.3,60,41,0,0,0,0,0,0,0,1,0,17,14.8,8.67,0.6,5640.82,2.0038,0,0,,0,60,0.6316,,0,0,0,0,1.0,3,+60
FAC001740,CLI0131,1,2023-09-04,11303.3,60,41,0,0,0,0,0,0,0,1,0,17,14.8,8.67,0.6,5640.82,2.0038,0,1,8.0,8,52,0.6316,6.0,1,0,0,0,1.0,3,+60
FAC001740,CLI0131,2,2023-11-04,11303.3,60,41,0,0,0,0,0,0,0,1,0,17,14.8,8.67,0.6,5640.82,2.0038,0,2,61.0,69,-9,0.6316,2.0,0,0,1,0,1.0,3,+60
FAC001740,CLI0131,3,2023-11-08,11303.3,60,41,0,0,0,0,0,0,0,1,0,17,14.8,8.67,0.6,5640.82,2.0038,0,3,4.0,73,-13,0.6316,6.0,1,0,1,0,1.0,3,+60
FAC001740,CLI0131,4,2023-12-09,11303.3,60,41,0,0,0,0,0,0,0,1,0,17,14.8,8.67,0.6,5640.82,2.0038,0,4,31.0,104,-44,0.6316,8.0,0,0,1,0,1.0,3,+60
FAC001740,CLI0131,5,2023-12-16,11303.3,60,41,0,0,0,0,0,0,0,1,0,17,14.8,8.67,0.6,5640.82,2.0038,0,5,7.0,111,-51,0.6316,5.0,1,0,1,0,1.0,3,+60
FAC001740,CLI0131,6,2023-12-17,11303.3,60,41,0,0,0,0,0,0,0,1,0,17,14.8,8.67,0.6,5640.82,2.0038,0,6,1.0,112,-52,0.6316,2.0,0,0,1,0,1.0,3,+60
FAC001898,CLI0131,0,2023-09-21,10036.43,90,41,0,0,0,0,0,0,0,1,0,18,12.14,7.33,0.6429,5955.4,1.6853,0,0,,0,90,0.5652,,0,0,0,0,1.0,3,on_time
