gestion_id,factura_id,cliente_id,fecha_gestion,canal,contacto_exitoso,resultado,motivo_no_pago,dias_mora_en_gestion
GES007622,FAC002943,CLI0074,2024-06-01,visita,1,rechazo_pago,en_proceso_de_pago,52
GES007623,FAC002943,CLI0074,2024-06-07,carta_notarial,1,en_proceso_interno,problemas_internos,58
GES007624,FAC002944,CLI0140,2024-02-19,whatsapp,0,no_contesta,,0
GES007625,FAC002944,CLI0140,2024-05-28,email,0,no_contesta,,18
GES007626,FAC002945,CLI0142,2024-04-18,whatsapp,1,promesa_de_pago,promete_pagar,23
GES007627,FAC002946,CLI0143,2024-02-17,whatsapp,1,en_proceso_interno,,0
GES007628,FAC002946,CLI0143,2024-04-15,email,0,no_contesta,,20
GES007629,FAC002946,CLI0143,2024-04-29,llamada,1,promesa_de_pago,flujo_de_caja,34
GES007630,FAC002948,CLI0168,2024-03-16,whatsapp,1,confirma_pago,,0
GES007631,FAC002950,CLI0054,2024-02-20,whatsapp,1,disputa_monto,,0
GES007632,FAC002950,CLI0054,2024-04-04,email,0,no_contesta,,8
GES007633,FAC002950,CLI0054,2024-04-16,llamada,0,no_contesta,,20
GES007634,FAC002950,CLI0054,2024-04-17,llamada,1,rechazo_pago,problemas_internos,21
GES007635,FAC002950,CLI0054,2024-04-24,visita,1,promesa_de_pago,disputa_factura,28
GES007636,FAC002950,CLI0054,2024-04-27,visita,0,cliente_ausente,,31
GES007637,FAC002951,CLI0196,2024-03-27,whatsapp,1,confirma_pago,,0
GES007638,FAC002952,CLI0029,2024-05-19,whatsapp,0,no_contesta,,7
GES007639,FAC002952,CLI0029,2024-06-04,email,1,rechazo_pago,promete_pagar,23
GES007640,FAC002952,CLI0029,2024-06-13,llamada,1,promesa_de_pago,disputa_factura,32
GES007641,FAC002952,CLI0029,2024-06-18,llamada,0,no_contesta,,37
GES007642,FAC002952,CLI0029,2024-06-23,visita,0,cliente_ausente,,42
GES007643,FAC002952,CLI0029,2024-07-07,visita,1,disputa_monto,en_proceso_de_pago,56
GES007644,FAC002952,CLI0029,2024-07-10,carta_notarial,1,rechazo_pago,desconoce_deuda,59
GES007645,FAC002952,CLI0029,2024-07-13,carta_notarial,1,rechazo_pago,disputa_factura,62
GES007646,FAC002952,CLI0029,2024-07-24,carta_notarial,1,pagado,,73
GES007647,FAC002952,CLI0029,2024-07-26,carta_notarial,1,disputa_monto,problemas_internos,75
GES007648,FAC002953,CLI0049,2024-03-31,whatsapp,1,promesa_de_pago,rechazo_total,3
GES007649,FAC002953,CLI0049,2024-04-15,email,0,no_contesta,,18
GES007650,FAC002953,CLI0049,2024-04-17,llamada,0,no_contesta,,20
GES007651,FAC002954,CLI0058,2024-03-12,whatsapp,1,confirma_pago,,0
GES007652,FAC002956,CLI0120,2024-03-14,whatsapp,0,no_contesta,,1
GES007653,FAC002956,CLI0120,2024-03-15,email,0,no_contesta,,2
GES007654,FAC002957,CLI0141,2024-03-28,whatsapp,1,promesa_de_pago,,0
GES007655,FAC002957,CLI0141,2024-05-01,email,0,no_contesta,,19
GES007656,FAC002957,CLI0141,2024-05-15,llamada,1,rechazo_pago,flujo_de_caja,33
GES007657,FAC002957,CLI0141,2024-05-20,llamada,0,no_contesta,,38
GES007658,FAC002957,CLI0141,2024-05-21,visita,1,disputa_monto,rechazo_total,39
GES007659,FAC002957,CLI0141,2024-05-24,visita,1,pagado,,42
GES007660,FAC002957,CLI0141,2024-06-07,carta_notarial,0,cliente_ausente,,56
GES007661,FAC002958,CLI0144,2024-03-01,whatsapp,1,en_proceso_interno,,0
GES007662,FAC002959,CLI0155,2024-02-15,whatsapp,0,no_contesta,,0
GES007663,FAC002959,CLI0155,2024-03-22,email,0,no_contesta,,9
GES007664,FAC002959,CLI0155,2024-05-13,llamada,0,no_contesta,,61
GES007665,FAC002959,CLI0155,2024-05-17,llamada,1,promesa_de_pago,promete_pagar,65
GES007666,FAC002959,CLI0155,2024-05-28,visita,1,rechazo_pago,desconoce_deuda,76
GES007667,FAC002959,CLI0155,2024-06-19,visita,0,cliente_ausente,,98
GES007668,FAC002959,CLI0155,2024-06-22,carta_notarial,0,cliente_ausente,,101
GES007669,FAC002960,CLI0055,2024-03-08,whatsapp,0,no_contesta,,0
GES007670,FAC002960,CLI0055,2024-03-28,email,0,no_contesta,,0
GES007671,FAC002960,CLI0055,2024-04-01,llamada,1,rechazo_pago,promete_pagar,3
GES007672,FAC002960,CLI0055,2024-04-07,llamada,1,promesa_de_pago,flujo_de_caja,9
GES007673,FAC002961,CLI0080,2024-02-20,whatsapp,1,confirma_pago,,0
GES007674,FAC002961,CLI0080,2024-06-03,email,1,en_proceso_interno,rechazo_total,21
GES007675,FAC002962,CLI0135,2024-03-13,whatsapp,1,en_proceso_interno,,0
GES007676,FAC002962,CLI0135,2024-04-15,email,1,confirma_pago,,2
GES007677,FAC002962,CLI0135,2024-04-25,llamada,0,no_contesta,,12
GES007678,FAC002962,CLI0135,2024-04-26,llamada,0,no_contesta,,13
GES007679,FAC002962,CLI0135,2024-04-30,visita,1,pagado,,17
GES007680,FAC002962,CLI0135,2024-05-12,visita,1,en_proceso_interno,disputa_factura,29
GES007681,FAC002962,CLI0135,2024-05-22,carta_notarial,0,cliente_ausente,,39
GES007682,FAC002962,CLI0135,2024-06-15,carta_notarial,0,cliente_ausente,,63
GES007683,FAC002963,CLI0157,2024-04-20,whatsapp,0,no_contesta,,7
GES007684,FAC002963,CLI0157,2024-04-25,email,0,no_contesta,,12
GES007685,FAC002963,CLI0157,2024-05-27,llamada,0,numero_invalido,,44
GES007686,FAC002963,CLI0157,2024-05-29,llamada,1,rechazo_pago,promete_pagar,46
GES007687,FAC002963,CLI0157,2024-06-04,visita,1,rechazo_pago,promete_pagar,52
GES007688,FAC002963,CLI0157,2024-06-07,visita,1,promesa_de_pago,rechazo_total,55
GES007689,FAC002963,CLI0157,2024-06-11,carta_notarial,1,rechazo_pago,desconoce_deuda,59
GES007690,FAC002963,CLI0157,2024-06-15,carta_notarial,1,rechazo_pago,desconoce_deuda,63
GES007691,FAC002963,CLI0157,2024-06-17,carta_notarial,1,rechazo_pago,en_proceso_de_pago,65
GES007692,FAC002963,CLI0157,2024-06-24,carta_notarial,0,cliente_ausente,,72
GES007693,FAC002966,CLI0105,2024-05-16,whatsapp,1,rechazo_pago,desconoce_deuda,2
GES007694,FAC002966,CLI0105,2024-06-16,email,1,disputa_monto,flujo_de_caja,33
GES007695,FAC002966,CLI0105,2024-06-24,llamada,1,rechazo_pago,en_proceso_de_pago,41
GES007696,FAC002966,CLI0105,2024-06-27,llamada,1,disputa_monto,disputa_factura,44
GES007697,FAC002966,CLI0105,2024-07-01,visita,1,confirma_pago,,48
GES007698,FAC002966,CLI0105,2024-07-06,visita,1,promesa_de_pago,problemas_internos,53
GES007699,FAC002966,CLI0105,2024-07-26,carta_notarial,0,cliente_ausente,,73
GES007700,FAC002966,CLI0105,2024-08-04,carta_notarial,1,disputa_monto,problemas_internos,82
GES007701,FAC002967,CLI0122,2024-02-25,whatsapp,0,numero_invalido,,0
GES007702,FAC002967,CLI0122,2024-04-20,email,0,no_contesta,,6
GES007703,FAC002967,CLI0122,2024-04-24,llamada,0,no_contesta,,10
GES007704,FAC002967,CLI0122,2024-05-12,llamada,0,no_contesta,,28
GES007705,FAC002967,CLI0122,2024-05-13,visita,0,cliente_ausente,,29
GES007706,FAC002967,CLI0122,2024-05-21,visita,1,en_proceso_interno,en_proceso_de_pago,37
GES007707,FAC002968,CLI0144,2024-03-21,whatsapp,1,disputa_monto,,0
GES007708,FAC002969,CLI0007,2024-03-20,whatsapp,1,rechazo_pago,promete_pagar,4
GES007709,FAC002969,CLI0007,2024-03-22,email,1,promesa_de_pago,promete_pagar,6
GES007710,FAC002969,CLI0007,2024-03-31,llamada,1,pagado,,15
GES007711,FAC002969,CLI0007,2024-04-08,llamada,0,no_contesta,,23
GES007712,FAC002969,CLI0007,2024-04-13,visita,0,cliente_ausente,,28
GES007713,FAC002969,CLI0007,2024-04-22,visita,1,disputa_monto,rechazo_total,37
GES007714,FAC002970,CLI0008,2024-04-01,whatsapp,0,no_contesta,,1
GES007715,FAC002970,CLI0008,2024-04-09,email,1,disputa_monto,problemas_internos,9
GES007716,FAC002970,CLI0008,2024-04-16,llamada,1,en_proceso_interno,promete_pagar,16
GES007717,FAC002970,CLI0008,2024-04-17,llamada,0,no_contesta,,17
GES007718,FAC002970,CLI0008,2024-04-28,visita,1,rechazo_pago,desconoce_deuda,28
GES007719,FAC002971,CLI0014,2024-04-12,whatsapp,1,rechazo_pago,promete_pagar,12
GES007720,FAC002971,CLI0014,2024-05-25,email,0,no_contesta,,55
GES007721,FAC002971,CLI0014,2024-06-04,llamada,0,no_contesta,,65
GES007722,FAC002971,CLI0014,2024-06-13,llamada,1,en_proceso_interno,problemas_internos,74
GES007723,FAC002971,CLI0014,2024-07-15,visita,1,promesa_de_pago,desconoce_deuda,106
GES007724,FAC002971,CLI0014,2024-07-20,visita,1,confirma_pago,,111
GES007725,FAC002972,CLI0047,2024-03-01,whatsapp,1,promesa_de_pago,,0
GES007726,FAC002972,CLI0047,2024-03-11,email,1,en_proceso_interno,,0
GES007727,FAC002972,CLI0047,2024-05-12,llamada,0,no_contesta,,27
GES007728,FAC002972,CLI0047,2024-05-31,llamada,1,disputa_monto,rechazo_total,46
GES007729,FAC002972,CLI0047,2024-06-08,visita,1,pagado,,54
GES007730,FAC002972,CLI0047,2024-06-15,visita,1,promesa_de_pago,flujo_de_caja,61
GES007731,FAC002973,CLI0066,2024-03-18,whatsapp,0,no_contesta,,2
GES007732,FAC002974,CLI0078,2024-03-09,whatsapp,1,confirma_pago,,0
GES007733,FAC002974,CLI0078,2024-05-18,email,0,no_contesta,,3
GES007734,FAC002974,CLI0078,2024-06-01,llamada,1,disputa_monto,promete_pagar,17
GES007735,FAC002974,CLI0078,2024-06-07,llamada,0,no_contesta,,23
GES007736,FAC002974,CLI0078,2024-06-11,visita,1,en_proceso_interno,promete_pagar,27
GES007737,FAC002974,CLI0078,2024-06-12,visita,1,pagado,,28
GES007738,FAC002974,CLI0078,2024-06-24,carta_notarial,1,rechazo_pago,desconoce_deuda,40
GES007739,FAC002974,CLI0078,2024-07-11,carta_notarial,1,rechazo_pago,en_proceso_de_pago,57
GES007740,FAC002974,CLI0078,2024-07-15,carta_notarial,1,en_proceso_interno,rechazo_total,61
GES007741,FAC002974,CLI0078,2024-07-22,carta_notarial,1,rechazo_pago,disputa_factura,68
GES007742,FAC002975,CLI0108,2024-04-12,whatsapp,1,en_proceso_interno,,0
GES007743,FAC002975,CLI0108,2024-05-03,email,1,rechazo_pago,promete_pagar,18
GES007744,FAC002975,CLI0108,2024-05-28,llamada,0,no_contesta,,43
GES007745,FAC002975,CLI0108,2024-06-07,llamada,0,no_contesta,,53
GES007746,FAC002975,CLI0108,2024-06-19,visita,0,cliente_ausente,,65
GES007747,FAC002975,CLI0108,2024-06-29,visita,1,en_proceso_interno,disputa_factura,75
GES007748,FAC002975,CLI0108,2024-07-09,carta_notarial,1,rechazo_pago,flujo_de_caja,85
GES007749,FAC002975,CLI0108,2024-07-10,carta_notarial,1,rechazo_pago,rechazo_total,86
GES007750,FAC002975,CLI0108,2024-07-11,carta_notarial,1,rechazo_pago,rechazo_total,87
GES007751,FAC002976,CLI0114,2024-03-29,whatsapp,1,en_proceso_interno,desconoce_deuda,13
GES007752,FAC002978,CLI0168,2024-03-19,whatsapp,1,promesa_de_pago,en_proceso_de_pago,3
GES007753,FAC002978,CLI0168,2024-03-21,email,1,en_proceso_interno,disputa_factura,5
GES007754,FAC002979,CLI0184,2024-03-26,whatsapp,1,promesa_de_pago,,0
GES007755,FAC002979,CLI0184,2024-05-03,email,1,rechazo_pago,promete_pagar,18
GES007756,FAC002979,CLI0184,2024-05-07,llamada,0,no_contesta,,22
GES007757,FAC002979,CLI0184,2024-05-18,llamada,1,rechazo_pago,disputa_factura,33
GES007758,FAC002980,CLI0029,2024-03-19,whatsapp,1,confirma_pago,,2
GES007759,FAC002980,CLI0029,2024-03-31,email,0,no_contesta,,14
GES007760,FAC002980,CLI0029,2024-04-01,llamada,0,no_contesta,,15
GES007761,FAC002980,CLI0029,2024-04-10,llamada,1,disputa_monto,disputa_factura,24
GES007762,FAC002980,CLI0029,2024-04-18,visita,1,rechazo_pago,problemas_internos,32
GES007763,FAC002981,CLI0036,2024-03-12,whatsapp,1,en_proceso_interno,,0
GES007764,FAC002981,CLI0036,2024-04-08,email,1,rechazo_pago,promete_pagar,22
GES007765,FAC002981,CLI0036,2024-04-13,llamada,1,en_proceso_interno,rechazo_total,27
GES007766,FAC002981,CLI0036,2024-04-15,llamada,0,no_contesta,,29
GES007767,FAC002981,CLI0036,2024-05-01,visita,0,cliente_ausente,,45
GES007768,FAC002982,CLI0071,2024-04-17,whatsapp,1,promesa_de_pago,,0
GES007769,FAC002982,CLI0071,2024-05-20,email,0,no_contesta,,4
GES007770,FAC002982,CLI0071,2024-05-21,llamada,1,rechazo_pago,disputa_factura,5
GES007771,FAC002982,CLI0071,2024-06-15,llamada,1,promesa_de_pago,rechazo_total,30
GES007772,FAC002983,CLI0076,2024-03-24,whatsapp,1,confirma_pago,,0
GES007773,FAC002983,CLI0076,2024-04-18,email,1,rechazo_pago,promete_pagar,2
GES007774,FAC002983,CLI0076,2024-04-26,llamada,0,numero_invalido,,10
GES007775,FAC002985,CLI0160,2024-02-24,whatsapp,1,promesa_de_pago,,0
GES007776,FAC002985,CLI0160,2024-03-18,email,0,no_contesta,,1
GES007777,FAC002985,CLI0160,2024-03-27,llamada,1,pagado,,10
GES007778,FAC002985,CLI0160,2024-04-02,llamada,1,rechazo_pago,desconoce_deuda,16
GES007779,FAC002985,CLI0160,2024-04-22,visita,0,cliente_ausente,,36
GES007780,FAC002985,CLI0160,2024-04-28,visita,1,rechazo_pago,problemas_internos,42
GES007781,FAC002985,CLI0160,2024-06-01,carta_notarial,1,rechazo_pago,rechazo_total,76
GES007782,FAC002985,CLI0160,2024-06-17,carta_notarial,1,rechazo_pago,en_proceso_de_pago,92
GES007783,FAC002985,CLI0160,2024-07-12,carta_notarial,0,cliente_ausente,,117
GES007784,FAC002987,CLI0036,2024-05-24,whatsapp,1,en_proceso_interno,problemas_internos,7
GES007785,FAC002987,CLI0036,2024-06-11,email,0,no_contesta,,25
GES007786,FAC002987,CLI0036,2024-06-23,llamada,0,numero_invalido,,37
GES007787,FAC002987,CLI0036,2024-06-28,llamada,0,no_contesta,,42
GES007788,FAC002989,CLI0118,2024-03-26,whatsapp,0,no_contesta,,0
GES007789,FAC002990,CLI0166,2024-03-23,whatsapp,1,en_proceso_interno,,0
GES007790,FAC002990,CLI0166,2024-06-27,email,0,no_contesta,,41
GES007791,FAC002990,CLI0166,2024-07-07,llamada,0,no_contesta,,51
GES007792,FAC002990,CLI0166,2024-07-09,llamada,0,no_contesta,,53
GES007793,FAC002990,CLI0166,2024-07-15,visita,1,disputa_monto,promete_pagar,59
GES007794,FAC002990,CLI0166,2024-07-18,visita,1,promesa_de_pago,rechazo_total,62
GES007795,FAC002990,CLI0166,2024-08-20,carta_notarial,1,pagado,,95
GES007796,FAC002990,CLI0166,2024-08-29,carta_notarial,0,cliente_ausente,,104
GES007797,FAC002990,CLI0166,2024-09-01,carta_notarial,1,en_proceso_interno,en_proceso_de_pago,107
GES007798,FAC002991,CLI0197,2024-06-05,whatsapp,0,no_contesta,,19
GES007799,FAC002991,CLI0197,2024-06-11,email,0,no_contesta,,25
GES007800,FAC002991,CLI0197,2024-07-08,llamada,0,no_contesta,,52
GES007801,FAC002991,CLI0197,2024-07-13,llamada,0,no_contesta,,57
GES007802,FAC002991,CLI0197,2024-07-22,visita,0,cliente_ausente,,66
GES007803,FAC002992,CLI0037,2024-03-20,whatsapp,1,promesa_de_pago,problemas_internos,1
GES007804,FAC002992,CLI0037,2024-03-23,email,1,disputa_monto,promete_pagar,4
GES007805,FAC002992,CLI0037,2024-04-01,llamada,1,en_proceso_interno,desconoce_deuda,13
GES007806,FAC002993,CLI0048,2024-04-03,whatsapp,1,confirma_pago,,0
GES007807,FAC002993,CLI0048,2024-04-21,email,0,no_contesta,,3
GES007808,FAC002993,CLI0048,2024-05-03,llamada,1,rechazo_pago,flujo_de_caja,15
GES007809,FAC002993,CLI0048,2024-05-15,llamada,0,no_contesta,,27
GES007810,FAC002993,CLI0048,2024-05-20,visita,1,pagado,,32
GES007811,FAC002993,CLI0048,2024-05-22,visita,0,cliente_ausente,,34
GES007812,FAC002997,CLI0177,2024-04-09,whatsapp,0,no_contesta,,0
GES007813,FAC002997,CLI0177,2024-05-25,email,0,no_contesta,,37
GES007814,FAC002997,CLI0177,2024-06-16,llamada,0,numero_invalido,,59
GES007815,FAC002998,CLI0008,2024-04-04,whatsapp,1,pagado,,15
GES007816,FAC003000,CLI0032,2024-04-19,whatsapp,1,en_proceso_interno,desconoce_deuda,15
GES007817,FAC003000,CLI0032,2024-04-21,email,1,promesa_de_pago,promete_pagar,17
GES007818,FAC003000,CLI0032,2024-04-29,llamada,1,rechazo_pago,promete_pagar,25
GES007819,FAC003000,CLI0032,2024-05-07,llamada,0,no_contesta,,33
GES007820,FAC003001,CLI0037,2024-04-16,whatsapp,1,en_proceso_interno,,0
GES007821,FAC003001,CLI0037,2024-04-30,email,1,disputa_monto,rechazo_total,11
GES007822,FAC003003,CLI0114,2024-02-23,whatsapp,0,no_contesta,,0
GES007823,FAC003003,CLI0114,2024-04-02,email,1,en_proceso_interno,problemas_internos,13
GES007824,FAC003003,CLI0114,2024-04-06,llamada,0,no_contesta,,17
GES007825,FAC003003,CLI0114,2024-04-10,llamada,1,en_proceso_interno,promete_pagar,21
GES007826,FAC003003,CLI0114,2024-04-15,visita,0,cliente_ausente,,26
GES007827,FAC003003,CLI0114,2024-04-18,visita,1,promesa_de_pago,desconoce_deuda,29
GES007828,FAC003004,CLI0116,2024-04-08,whatsapp,1,en_proceso_interno,flujo_de_caja,4
GES007829,FAC003004,CLI0116,2024-04-27,email,1,pagado,,23
GES007830,FAC003004,CLI0116,2024-05-07,llamada,1,disputa_monto,disputa_factura,33
GES007831,FAC003004,CLI0116,2024-05-08,llamada,0,no_contesta,,34
GES007832,FAC003004,CLI0116,2024-05-17,visita,1,rechazo_pago,en_proceso_de_pago,43
GES007833,FAC003004,CLI0116,2024-05-23,visita,0,cliente_ausente,,49
GES007834,FAC003005,CLI0123,2024-04-22,whatsapp,1,promesa_de_pago,desconoce_deuda,3
GES007835,FAC003005,CLI0123,2024-04-26,email,0,no_contesta,,7
GES007836,FAC003006,CLI0177,2024-04-21,whatsapp,0,no_contesta,,2
GES007837,FAC003007,CLI0193,2024-02-22,whatsapp,1,promesa_de_pago,,0
GES007838,FAC003007,CLI0193,2024-03-22,email,0,no_contesta,,2
GES007839,FAC003007,CLI0193,2024-03-25,llamada,0,no_contesta,,5
GES007840,FAC003008,CLI0020,2024-04-21,whatsapp,1,confirma_pago,,1
GES007841,FAC003008,CLI0020,2024-04-27,email,0,no_contesta,,7
GES007842,FAC003009,CLI0045,2024-04-23,whatsapp,1,en_proceso_interno,problemas_internos,3
GES007843,FAC003009,CLI0045,2024-05-04,email,1,en_proceso_interno,desconoce_deuda,14
GES007844,FAC003009,CLI0045,2024-05-19,llamada,0,no_contesta,,29
GES007845,FAC003011,CLI0062,2024-04-09,whatsapp,1,confirma_pago,,0
GES007846,FAC003013,CLI0106,2024-03-30,whatsapp,1,confirma_pago,,0
GES007847,FAC003015,CLI0032,2024-02-27,whatsapp,1,confirma_pago,,0
GES007848,FAC003016,CLI0048,2024-03-31,whatsapp,1,disputa_monto,,0
GES007849,FAC003016,CLI0048,2024-04-25,email,1,pagado,,4
GES007850,FAC003016,CLI0048,2024-04-28,llamada,1,en_proceso_interno,flujo_de_caja,7
GES007851,FAC003017,CLI0136,2024-03-16,whatsapp,0,no_contesta,,0
GES007852,FAC003017,CLI0136,2024-04-08,email,1,disputa_monto,promete_pagar,17
GES007853,FAC003017,CLI0136,2024-04-26,llamada,1,en_proceso_interno,flujo_de_caja,35
GES007854,FAC003017,CLI0136,2024-05-02,llamada,0,no_contesta,,41
GES007855,FAC003017,CLI0136,2024-05-03,visita,1,disputa_monto,flujo_de_caja,42
GES007856,FAC003019,CLI0187,2024-04-15,whatsapp,1,pagado,,24
GES007857,FAC003019,CLI0187,2024-04-19,email,1,pagado,,28
GES007858,FAC003020,CLI0003,2024-03-19,whatsapp,0,no_contesta,,0
GES007859,FAC003020,CLI0003,2024-05-25,email,0,no_contesta,,3
GES007860,FAC003020,CLI0003,2024-06-29,llamada,1,disputa_monto,en_proceso_de_pago,38
GES007861,FAC003020,CLI0003,2024-07-01,llamada,0,no_contesta,,40
GES007862,FAC003020,CLI0003,2024-07-02,visita,1,en_proceso_interno,desconoce_deuda,41
GES007863,FAC003020,CLI0003,2024-07-08,visita,0,cliente_ausente,,47
GES007864,FAC003020,CLI0003,2024-07-09,carta_notarial,1,en_proceso_interno,desconoce_deuda,48
GES007865,FAC003020,CLI0003,2024-07-14,carta_notarial,1,rechazo_pago,promete_pagar,53
GES007866,FAC003020,CLI0003,2024-07-19,carta_notarial,1,pagado,,58
GES007867,FAC003020,CLI0003,2024-07-24,carta_notarial,1,disputa_monto,promete_pagar,63
GES007868,FAC003021,CLI0074,2024-06-02,whatsapp,1,disputa_monto,disputa_factura,11
GES007869,FAC003021,CLI0074,2024-06-18,email,0,no_contesta,,27
GES007870,FAC003021,CLI0074,2024-06-20,llamada,0,no_contesta,,29
GES007871,FAC003022,CLI0108,2024-05-25,whatsapp,1,promesa_de_pago,en_proceso_de_pago,3
GES007872,FAC003023,CLI0128,2024-04-25,whatsapp,1,rechazo_pago,disputa_factura,3
GES007873,FAC003023,CLI0128,2024-05-17,email,0,no_contesta,,25
GES007874,FAC003023,CLI0128,2024-05-29,llamada,1,disputa_monto,rechazo_total,37
GES007875,FAC003023,CLI0128,2024-05-30,llamada,0,no_contesta,,38
GES007876,FAC003023,CLI0128,2024-06-29,visita,1,disputa_monto,en_proceso_de_pago,68
GES007877,FAC003023,CLI0128,2024-07-15,visita,0,cliente_ausente,,84
GES007878,FAC003023,CLI0128,2024-07-17,carta_notarial,0,cliente_ausente,,86
GES007879,FAC003023,CLI0128,2024-07-21,carta_notarial,1,promesa_de_pago,disputa_factura,90
GES007880,FAC003024,CLI0132,2024-04-13,whatsapp,1,confirma_pago,,0
GES007881,FAC003025,CLI0160,2024-04-23,whatsapp,1,promesa_de_pago,problemas_internos,1
GES007882,FAC003026,CLI0170,2024-03-13,whatsapp,1,promesa_de_pago,,0
GES007883,FAC003027,CLI0196,2024-03-03,whatsapp,1,confirma_pago,,0
GES007884,FAC003027,CLI0196,2024-03-31,email,0,no_contesta,,8
GES007885,FAC003027,CLI0196,2024-04-02,llamada,1,en_proceso_interno,desconoce_deuda,10
GES007886,FAC003027,CLI0196,2024-04-06,llamada,1,promesa_de_pago,en_proceso_de_pago,14
GES007887,FAC003027,CLI0196,2024-05-16,visita,1,en_proceso_interno,promete_pagar,54
GES007888,FAC003027,CLI0196,2024-05-23,visita,0,cliente_ausente,,61
GES007889,FAC003027,CLI0196,2024-05-28,carta_notarial,1,rechazo_pago,en_proceso_de_pago,66
GES007890,FAC003028,CLI0199,2024-03-25,whatsapp,1,promesa_de_pago,disputa_factura,2
GES007891,FAC003028,CLI0199,2024-03-31,email,0,no_contesta,,8
GES007892,FAC003028,CLI0199,2024-04-17,llamada,0,no_contesta,,25
GES007893,FAC003029,CLI0002,2024-02-28,whatsapp,1,promesa_de_pago,,0
GES007894,FAC003029,CLI0002,2024-04-20,email,0,no_contesta,,12
GES007895,FAC003029,CLI0002,2024-05-01,llamada,1,promesa_de_pago,flujo_de_caja,23
GES007896,FAC003029,CLI0002,2024-05-11,llamada,1,pagado,,33
GES007897,FAC003029,CLI0002,2024-05-18,visita,1,disputa_monto,desconoce_deuda,40
GES007898,FAC003029,CLI0002,2024-05-27,visita,1,disputa_monto,rechazo_total,49
GES007899,FAC003030,CLI0009,2024-04-04,whatsapp,1,confirma_pago,,0
GES007900,FAC003030,CLI0009,2024-04-10,email,1,promesa_de_pago,desconoce_deuda,2
GES007901,FAC003030,CLI0009,2024-04-12,llamada,1,en_proceso_interno,desconoce_deuda,4
GES007902,FAC003031,CLI0046,2024-06-05,whatsapp,1,rechazo_pago,desconoce_deuda,13
GES007903,FAC003031,CLI0046,2024-06-26,email,0,no_contesta,,34
GES007904,FAC003031,CLI0046,2024-07-02,llamada,1,en_proceso_interno,desconoce_deuda,40
GES007905,FAC003031,CLI0046,2024-07-09,llamada,0,no_contesta,,47
GES007906,FAC003031,CLI0046,2024-08-20,visita,0,cliente_ausente,,89
GES007907,FAC003031,CLI0046,2024-08-21,visita,1,disputa_monto,rechazo_total,90
GES007908,FAC003031,CLI0046,2024-08-27,carta_notarial,0,cliente_ausente,,96
GES007909,FAC003033,CLI0099,2024-03-10,whatsapp,0,no_contesta,,0
GES007910,FAC003033,CLI0099,2024-04-14,email,0,no_contesta,,21
GES007911,FAC003035,CLI0132,2024-04-30,whatsapp,1,disputa_monto,desconoce_deuda,7
GES007912,FAC003035,CLI0132,2024-05-01,email,0,no_contesta,,8
GES007913,FAC003035,CLI0132,2024-05-17,llamada,1,promesa_de_pago,disputa_factura,24
GES007914,FAC003036,CLI0135,2024-03-26,whatsapp,1,disputa_monto,,0
GES007915,FAC003036,CLI0135,2024-04-11,email,0,no_contesta,,3
GES007916,FAC003036,CLI0135,2024-04-27,llamada,0,no_contesta,,19
GES007917,FAC003036,CLI0135,2024-05-02,llamada,0,no_contesta,,24
GES007918,FAC003036,CLI0135,2024-05-05,visita,1,promesa_de_pago,en_proceso_de_pago,27
GES007919,FAC003036,CLI0135,2024-05-06,visita,0,cliente_ausente,,28
GES007920,FAC003036,CLI0135,2024-05-10,carta_notarial,1,en_proceso_interno,disputa_factura,32
GES007921,FAC003036,CLI0135,2024-05-20,carta_notarial,0,cliente_ausente,,42
GES007922,FAC003036,CLI0135,2024-05-26,carta_notarial,0,cliente_ausente,,48
GES007923,FAC003037,CLI0143,2024-04-09,whatsapp,1,pagado,,1
GES007924,FAC003040,CLI0053,2024-03-01,whatsapp,0,no_contesta,,0
GES007925,FAC003040,CLI0053,2024-05-05,email,0,no_contesta,,26
GES007926,FAC003040,CLI0053,2024-05-11,llamada,0,no_contesta,,32
GES007927,FAC003040,CLI0053,2024-05-18,llamada,0,no_contesta,,39
GES007928,FAC003040,CLI0053,2024-05-24,visita,1,disputa_monto,en_proceso_de_pago,45
GES007929,FAC003040,CLI0053,2024-05-28,visita,0,cliente_ausente,,49
GES007930,FAC003040,CLI0053,2024-06-29,carta_notarial,1,rechazo_pago,problemas_internos,81
GES007931,FAC003040,CLI0053,2024-07-14,carta_notarial,0,cliente_ausente,,96
GES007932,FAC003041,CLI0083,2024-03-01,whatsapp,1,promesa_de_pago,,0
GES007933,FAC003042,CLI0085,2024-03-31,whatsapp,0,no_contesta,,6
GES007934,FAC003042,CLI0085,2024-04-08,email,0,no_contesta,,14
GES007935,FAC003044,CLI0164,2024-03-10,whatsapp,1,en_proceso_interno,,0
GES007936,FAC003045,CLI0166,2024-06-05,whatsapp,1,rechazo_pago,promete_pagar,12
GES007937,FAC003045,CLI0166,2024-06-12,email,0,no_contesta,,19
GES007938,FAC003045,CLI0166,2024-06-15,llamada,0,no_contesta,,22
GES007939,FAC003045,CLI0166,2024-06-28,llamada,0,no_contesta,,35
GES007940,FAC003045,CLI0166,2024-07-23,visita,0,cliente_ausente,,60
GES007941,FAC003046,CLI0015,2024-04-08,whatsapp,0,no_contesta,,0
